Unnamed: 0,FACT_ID,YEAR,NIC1987,state,scheme,urban,lnY,lnK,lnL,lnM,lnW,panelgroup,residuals
32,0002806F,2009,321,6,Sample,0,18.3803995189926,16.5180210065175,4.14313472639153,17.982506203348,14.7024160529658,326,-0.00375822080265031
33,0003003F,2008,341,3,Sample,1,16.258924673460502,13.1622460823262,2.89037175789616,15.951344326345199,13.0782345804394,343,-0.0213286695104209
34,0003003F,2009,321,3,Sample,1,16.218019708964697,13.0529864069628,3.09104245335832,15.835362228415999,13.4564802234231,323,-0.0019143646809212103
35,0003108B,2008,314,8,Census,1,16.1554515926904,14.319562376354401,5.934894195619591,14.940004361755301,15.2788729153027,318,0.135712452532679
36,0003108B,2009,314,8,Census,1,16.6336054585404,14.3411684482269,6.49072353450251,15.6067707672622,15.7645497251263,318,0.0542244116434816
37,0003506F,2008,321,6,Census,1,18.5408399203664,16.8028641614104,3.13549421592915,17.674737309905698,14.036136068164199,326,0.262996883071999
38,0003506F,2009,321,6,Sample,0,18.5875027709005,16.7187746489126,3.61091791264422,17.7367465244207,15.2708149246737,326,0.232209212974698
39,0003533F,2008,341,33,Sample,1,16.2330325125957,14.9547734256806,3.1780538303479506,15.713208770075099,13.9885123935129,3433,-0.0128298266628288
40,0003533F,2009,341,33,Sample,1,16.076579746250697,15.2900958414891,3.1780538303479506,15.5377876759554,13.8423355157387,3433,-0.0261739471210305
43,0003633F,2008,341,33,Census,1,21.4475197402695,20.8657266728991,6.519147287940401,20.5230358595617,18.809081550740398,3433,0.16033771605306799
44,0003633F,2009,341,33,Census,0,21.3654993729435,20.5795116493394,6.6267177492490195,20.5973859888989,19.1876449322448,3433,0.0887255741064052
45,0004106F,2008,321,6,Census,0,19.3327103330505,17.757195950624197,6.3681871863504895,18.585104803864997,17.1384464700717,326,0.0407077746189373
46,0004106F,2009,321,6,Census,0,19.3313455029698,17.8320009793326,5.39362754635236,18.7006782585498,16.482307642771598,326,0.0489182716040002
47,0004306F,2008,382,6,Census,0,19.0471227148266,17.8192501760856,4.61512051684126,18.2349125654139,15.816914466160801,386,0.154930328119491
48,0004306F,2009,382,6,Sample,0,19.016832376586898,17.4732119830933,4.7791234931115305,18.1580441868746,15.920756866682801,386,0.17199528901202898
49,0004406F,2008,313,6,Census,0,18.6771200790804,18.0589155889268,3.49650756146648,18.410772552116498,14.8113406800947,316,-0.0420786821065811
50,0004406F,2009,313,6,Census,0,19.042860244171603,17.774867853511697,4.33073334028633,18.8124645349038,15.4501707331316,316,-0.0750726800649328
55,0004906F,2008,384,6,Census,0,21.262285689635103,19.9290003486273,6.2709884318583,20.4362822189765,17.7418494723774,386,0.15776467770427
56,0004906F,2009,362,6,Census,0,21.4760749844751,19.794803569498104,6.25958146406492,20.2741465212712,17.837445532927397,366,0.338198977286803
57,0005106F,2008,321,6,Census,1,18.315015876206502,17.725488688573602,6.04737217904628,17.5631952411424,16.329750177403298,326,-0.0106022266188184
58,0005106F,2009,321,6,Census,1,17.6707519379004,17.554206907519198,5.26785815906333,17.0345556409064,16.0052627186963,326,-0.0536747471715824
59,0005119F,2008,371,19,Sample,1,16.7399907708602,13.837076064844501,3.29583686600433,16.1862296766025,13.653258896941303,3719,0.0624870360725467
60,0005119F,2009,362,19,Sample,1,17.204574775483,14.078631453334301,3.25809653802148,16.3369761125482,13.718801386731,3619,0.22571387528231
61,0005206F,2008,321,6,Census,0,19.2813153417291,17.6447147756196,4.94875989037817,18.2451291169715,15.9256621586695,326,0.252085518339287
62,0005206F,2009,321,6,Census,0,19.3737575395134,17.4486010633739,4.820281565605041,18.79718841749,15.9071525998789,326,0.0757368421782552
63,0005633F,2008,341,33,Census,0,17.873956748697502,16.108434094453003,5.23644196282995,17.254968663134903,16.1445353580034,3433,-0.0128225172053895
64,0005633F,2009,341,33,Census,0,17.710772678313397,16.1548324201583,5.2781146592305195,17.3085193646043,16.1032307221843,3433,-0.12161903299789001
65,0005706F,2008,321,6,Census,0,18.3348202650245,17.275246253626,3.5553480614894104,18.099702136138,14.098683617851801,326,-0.0614113708222703
66,0005706F,2009,321,6,Sample,0,18.3140802754431,17.1745387947276,3.5263605246161602,17.8079539656473,14.0775230539803,326,0.057195876710086
67,0005806F,2008,321,6,Census,1,15.3737330668249,13.816071175032999,2.19722457733622,14.926191793317699,12.6386418514571,326,-0.00149708992702724
68,0005806F,2009,321,6,Sample,1,15.3976412863266,13.659042958325,1.9459101490553101,15.0149827835258,12.217633806465098,326,-0.007648208606211959
69,0005819F,2008,321,19,Census,1,17.994139817928602,15.8416690545523,4.77068462446567,17.640992962260498,14.209637459979,3219,-0.0801572661331384
70,0005819F,2009,321,19,Census,1,17.698078347529698,15.654323885848598,4.56434819146784,17.1797826956073,14.083036934172899,3219,-0.0132415442234386
71,0005906F,2008,321,6,Census,1,16.1259255379136,15.173822935993,3.4011973816621603,15.4017541844515,14.2619913005413,326,0.0570950389359375
72,0005906F,2009,321,6,Sample,1,16.1428934077949,15.020367371333899,3.36729582998647,15.4049416423651,14.182776949029698,326,0.0703767543285458
73,0006206F,2008,383,6,Census,1,19.0895527622071,15.65403381684,4.87519732320115,18.7697315642448,15.779560743949,386,-0.00608055119091766
74,0006206F,2009,383,6,Census,1,19.1886431828238,15.9713018748596,4.9628446302599105,18.8333012794616,15.844074243822599,386,0.00129183026323965
75,0006224F,2008,381,24,Census,1,22.408543077293,20.2991659323407,8.1285852003745,22.339131415302,19.6743330920649,3824,-0.22048315358816398
76,0006224F,2009,381,24,Census,1,22.348722915254804,20.229536528591897,8.1285852003745,22.302589594030103,19.591236809502,3824,-0.23315672491451897
77,0006524F,2008,381,24,Census,1,17.3496136073197,16.2801653165669,5.105945473900579,16.9838001778413,15.6642041883991,3824,-0.157294927757761
78,0006524F,2009,381,24,Census,1,17.615772930275,16.1693299469503,4.91265488573605,16.8810604834976,15.549578463567,3824,0.0345550932883896
81,0006903F,2008,381,3,Census,0,17.890473611841898,15.754457834688699,3.68887945411394,17.3896648498699,14.494383452730599,383,0.0551429820153562
82,0006903F,2009,381,3,Sample,0,18.1465518454979,15.856463499721999,3.89182029811063,17.7569762094273,14.6963539635303,383,0.0102572803158871
83,0007106F,2008,384,6,Census,0,20.1710266557818,18.471092881900198,5.5984219589983795,19.49240753302,16.8634028803211,386,0.099451345694904
84,0007106F,2009,362,6,Census,0,21.635576077786602,18.4673833216599,6.16120732169508,20.9769109456291,17.045311474868697,366,0.16215523762475198
85,0007706F,2008,362,6,Census,0,17.7055696576357,16.9947802899939,4.7957905455967405,16.4599439813604,15.6486187895444,366,0.255087110015129
86,0007706F,2009,382,6,Sample,0,17.4463818252264,16.8323238202233,4.68213122712422,16.6990787140873,15.6320722470875,386,0.0346528516451574
87,0007803F,2008,371,3,Census,1,20.8802113070005,20.4275890746328,5.880532986400699,20.551911548584602,16.558913253229,373,-0.0726560426587852
88,0007803F,2009,371,3,Census,1,20.8800781238461,20.419824950725,5.743003187809481,20.5353494341739,16.733455395012,373,-0.057225781730418
89,0008003F,2008,383,3,Sample,1,16.244305890813997,15.2318810266158,2.83321334405622,15.7830296828172,13.2410178323139,383,-0.013038958556276
90,0008003F,2009,383,3,Sample,1,16.1871169172227,14.7387429026432,2.77258872223978,15.839870253237699,13.5092219467628,383,-0.0482857117749518
91,0008006F,2008,362,6,Census,0,16.4942411866936,14.484245514366,2.77258872223978,15.613495734593402,13.322882230540399,366,0.20978315128368102
92,0008006F,2009,383,6,Sample,0,16.256121770392802,14.2381683410477,2.7080502011022096,15.8352149845599,13.271589485797902,386,0.00667219851982637
93,0008303F,2008,383,3,Census,1,20.7881942005497,16.868415085255197,4.53259949315326,20.3049313768841,16.4790612400601,383,0.17367464957170498
94,0008303F,2009,383,3,Sample,1,20.464367132893,16.3035177324427,4.454347296253509,20.1791665372179,16.296232143838,383,0.0862968464104146
95,0008629F,2008,353,29,Census,1,26.2731063795387,24.3006690005137,6.68085467879022,26.150611122151602,20.669632019021,3529,0.0592251303904394
96,0008629F,2009,210,29,Census,1,26.4823212146548,24.222861497031698,6.736966958001861,26.400953229934398,20.399790945352603,2129,0.0600381509411427
97,0008706F,2008,351,6,Census,0,21.4614744581537,17.9204440776261,6.19236248947487,20.9988101230606,17.7029490059506,356,0.0800116938096345
98,0008706F,2009,351,6,Census,0,21.6759213103616,17.9844017572888,6.3456363608286,21.150030691486197,17.709963635124396,356,0.11083089976224499
99,0008728F,2008,383,28,Census,1,24.0068442641814,21.3253604365103,8.80432511256254,23.373116524895398,21.411049641494202,3828,0.0651022990931871
100,0008728F,2009,355,28,Census,1,24.3491859984394,21.6071686486555,9.11195547005478,23.7150525934192,21.5191340224992,3528,0.0634959220475153
101,0008803F,2008,999,3,Census,1,21.4500574717383,17.232523412974903,5.62401750618734,21.001901729082,17.3250372578672,993,0.126120658131303
102,0008803F,2009,371,3,Census,1,21.428263323042,17.1287140180422,5.59471137960184,21.0654711556784,17.3065411009383,373,0.0946310241163015
105,0009428F,2008,383,28,Census,0,22.9869679159203,21.949376986511304,8.3020178097512,22.568630276257,20.112874194755896,3828,-0.08779315790261502
106,0009428F,2009,383,28,Census,0,22.927147753877,21.879747582673502,8.3020178097512,22.5320884549835,20.0297779121052,3828,-0.100466729228264
107,0009429F,2008,352,29,Sample,1,18.9407927482502,16.9677468302155,4.969813299576,18.285445221150802,15.9581382293666,3529,0.0718375922685102
108,0009429F,2009,351,29,Sample,0,18.9934164606757,16.8981174294397,4.89034912822175,18.4553006269262,15.9275396215766,3529,0.0321633203908238
109,0009508B,2008,314,8,Sample,1,12.9437719983025,12.6089533057157,2.19722457733622,12.4886170757803,11.9583729450325,318,-0.140172898648423
110,0009508B,2009,314,8,Sample,1,13.0648888327842,12.257489400509698,2.07944154167984,12.5827126731989,11.5023191843324,318,-0.102706305475563
111,0009819F,2008,323,19,Census,1,18.228257341517,16.9332174337527,4.7791234931115305,17.595755427634302,15.359565408791498,3219,0.0241938974084412
112,0009819F,2009,323,19,Census,1,18.0576897323463,16.4911963664022,5.04342511691925,17.360167543539998,15.8699067300034,3219,0.0354434410272422
115,0010708F,2008,999,8,Sample,1,17.112010329567,12.3093959549892,4.69134788222914,16.6451289308547,15.052326327839598,998,0.0187849753990132
116,0010708F,2009,381,8,Census,1,16.1800143788485,12.038253121584301,3.5263605246161602,15.612132367081001,13.996745340225,388,0.0763588169644436
117,0010808F,2008,999,8,Sample,1,17.285880835457302,14.491512360332802,2.3978952727983702,17.0727523451418,12.4028300657102,998,0.00315199617402762
118,0010808F,2009,371,8,Sample,1,17.3254275088376,14.391975360665601,2.5649493574615403,17.1326123415291,12.631416292756601,378,-0.0084592191292483
119,0011106F,2008,352,6,Census,1,17.7851806322396,16.0315642103262,2.89037175789616,17.5228816471212,13.517710956123299,356,-0.0124961184430692
120,0011106F,2009,352,6,Census,1,18.184891134193602,16.1677463861148,3.43398720448515,17.896856603706397,13.849837760421698,356,-0.010658337034295001
121,0011306F,2008,356,6,Census,0,23.4764014010043,22.8658783879199,7.319864929808969,22.9261834081716,19.269339026815697,356,0.0509082025088787
122,0011306F,2009,384,6,Census,0,23.763319942463003,23.6074094878161,7.7467329077536204,23.2176423043996,19.337426576122397,386,0.0213129260772238
123,0011319F,2008,999,19,Census,1,19.540527160568498,18.519838437411803,5.6276211136906396,19.5103849549835,16.032855686394598,9919,-0.259415418988954
124,0011319F,2009,371,19,Census,0,19.8502077295608,18.3639227350656,5.5984219589983795,19.6209745757475,16.0562290525515,3719,-0.124614629887713
125,0011708F,2008,999,8,Sample,1,19.5402029862247,18.499999378648898,5.71042701737487,19.1507199684207,16.3150045370289,998,-0.0799010053032099
126,0011708F,2009,371,8,Census,1,19.881373152707,18.459941167996398,5.59471137960184,19.5656524946186,16.2389920758966,378,-0.0764733616561255
127,0011806F,2008,356,6,Census,1,19.368384014669303,18.7413568415442,6.35088571671474,18.9187142599873,17.326660666166802,356,-0.11141895161266999
128,0011806F,2009,362,6,Census,1,20.568565642046398,19.2194766883202,6.601230118728879,19.7327377938211,17.7797193956541,366,0.111043840812671
129,0011819F,2008,999,19,Census,1,21.8176140338422,19.5405287811998,6.249975242259481,21.4819299065509,16.7473351983884,9919,-0.031497500238661
130,0011819F,2009,371,19,Census,1,22.0657127430303,19.418513827450603,6.413458957167361,21.7211091090751,16.9146983207425,3719,0.00457097923919214
131,0011908F,2008,324,8,Census,0,18.542790744707197,18.0059094937485,4.99721227376411,18.5512041266785,15.4852885028469,328,-0.261401298824129
132,0011908F,2009,324,8,Census,1,18.676064033735003,17.9262907249779,5.370638028127661,18.5330307521584,16.5679721964836,328,-0.20839048640024396
133,0011919F,2008,999,19,Census,1,20.883479831399104,17.9073948347568,6.3578422665081,20.388112102186803,16.8413297720752,9919,0.00917005622167366
134,0011919F,2009,371,19,Census,0,20.96758772144,18.793514205988,6.09356977004514,20.6933004772233,15.9428701411485,3719,-0.0673659370438617
135,0012206F,2008,369,6,Census,1,18.8284990510379,17.1998290882616,4.969813299576,18.516630928044602,15.7752322411038,366,-0.0789285406203266
136,0012206F,2009,369,6,Census,0,18.684289179083397,17.1253426890647,4.382026634673879,18.297935090838198,15.6886449483811,366,-0.0191533023362762
137,0012408F,2008,312,8,Census,0,18.3156299527947,16.5884883516678,5.15329159449778,18.1990128255799,15.7907807542463,318,-0.19330161078014602
138,0012408F,2009,311,8,Census,0,18.420458239481896,16.4681522213782,5.17614973257383,18.2724301975588,15.8220370514793,318,-0.170592814914579
139,0013224F,2008,382,24,Census,1,19.1238743748772,17.326060467522097,5.37527840768417,18.469794364121302,16.8239851687878,3824,0.0479594159043213
140,0013224F,2009,382,24,Census,1,19.1721769014919,17.2437902086415,5.493061443340549,18.5426731125329,16.792691843669,3824,0.0356130457307486
143,0013306F,2008,321,6,Census,0,19.5110133615321,18.550226845091103,5.93753620508243,18.838311461891198,16.9828083106697,326,0.0256614607845655
144,0013306F,2009,321,6,Census,1,20.297514907825,19.441479194530398,6.3935907539506305,19.8039566285791,17.5508848173701,326,-0.048222846986274
145,0013406F,2008,321,6,Census,1,18.0464880337401,15.513561204997801,5.1817835502920895,17.4914686007044,16.185000493647802,326,0.00364276471627356
146,0013406F,2009,321,6,Census,1,17.775672063520602,15.6284297293549,4.67282883446191,17.1493259652255,15.769040769773099,326,0.042471315848001
147,0013608F,2008,369,8,Census,0,19.7874348209941,18.2125480556762,5.135798437050259,19.2472470043561,16.3388369234651,368,0.0487921566315741
148,0013608F,2009,369,8,Census,1,20.0846695718168,18.9208092219896,5.26269018890489,19.470075619038997,16.7575002251303,368,0.0734594253897125
149,0013724F,2008,324,24,Sample,1,17.1258193905235,15.6430771602475,3.2188758248682006,16.8094942636808,14.242831981511399,3224,-0.0565137267612226
150,0013724F,2009,382,24,Sample,1,17.527233738682,15.729142658118999,3.4657359027997297,16.8817902294516,14.019058782902801,3824,0.0929722971586138
151,0013919F,2008,999,19,Census,0,21.302509744168898,20.281970197882398,6.51323011091231,20.905867239461397,17.3578120213996,9919,-0.0807619672813438
152,0013919F,2009,371,19,Census,0,21.4284434422157,20.145149296843602,6.53813982376767,20.922700796345698,17.1335369503815,3719,-0.00170588463105759
153,0014008F,2008,311,8,Census,1,18.340200959517396,16.1644196350823,5.068904202220231,18.1724925341379,15.290350907735698,318,-0.15217845233230098
154,0014008F,2009,311,8,Census,1,20.314706474603398,16.4508153939515,1.09861228866811,20.142329358704103,11.4524507539646,318,0.232584361487685
155,0014009F,2008,381,9,Sample,1,19.519045706317197,16.030732853011,4.85203026391962,19.0779159611667,16.482429442398697,389,0.06755848656178999
156,0014009F,2009,381,9,Census,1,19.002001395397603,15.9893481710225,4.81218435537242,18.6715899125158,15.993339783867901,389,-0.0140688071407453
157,0014108F,2008,311,8,Census,1,17.3617833660468,16.0282668592015,4.40671924726425,17.246164488185197,14.8646304878703,318,-0.200368963531867
158,0014108F,2009,311,8,Sample,1,17.533512322829402,15.866840336245899,4.4188406077966,17.3273336972077,15.1576144891837,318,-0.14566562630573401
159,0014233F,2008,369,33,Census,1,20.8307926859539,18.9041406931296,5.14749447681345,19.7364151073837,17.2378469767143,3633,0.329582999564753
160,0014233F,2009,369,33,Census,1,20.756136850384,18.8777601354855,6.551080335043401,20.1419237678797,17.4958673294076,3633,0.0317927657173875
161,0014319F,2008,321,19,Sample,0,17.462741196491102,15.5443006418336,3.97029191355212,16.7810911344461,15.0331277744191,3219,0.0800598761296136
162,0014319F,2009,321,19,Sample,0,17.5759518908534,15.690405759483301,3.9318256327243297,16.9216148118532,15.0074889269346,3219,0.0744250956954176
163,0014419F,2008,999,19,Census,0,23.4410345014714,21.5759096462605,5.32300997913841,23.0908823370327,17.4463920477792,9919,0.0918943462619897
164,0014419F,2009,371,19,Census,0,23.486054819442,21.416728143742002,5.7037824746562,23.0784636826193,17.625668601086602,3719,0.121430004711909
165,0014506F,2008,351,6,Census,1,17.716477763249,14.3258948763359,2.3978952727983702,17.5247468379162,13.6296399132819,356,0.032323010341754
166,0014506F,2009,351,6,Sample,1,17.5573654080844,14.0377239712833,2.07944154167984,17.2942501675674,12.7471428110887,356,0.079049756320094
167,0014629F,2008,321,29,Census,1,13.9387774748645,12.868006429170102,3.4011973816621603,13.692497176970502,13.016841995103299,3229,-0.24961450216286102
168,0014629F,2009,321,29,Census,1,14.566630385833198,14.7273328251089,2.89037175789616,13.667470727712601,13.0727013834004,3229,0.0528250198041498
169,0015319F,2008,999,19,Census,1,21.3179362431371,19.3308407025255,5.863631175598099,21.0206400785002,16.730789060785803,9919,-0.0540923910573117
170,0015319F,2009,371,19,Census,1,21.502795931029997,19.2085114390405,5.913503005638269,21.1459195501236,16.7672654165921,3719,0.00611807169166312
171,0015833F,2008,369,33,Census,1,20.572843930199802,18.8121677734759,5.56452040732269,20.048489017292,17.2885136045053,3633,0.0439088614224232
172,0015833F,2009,369,33,Census,1,20.499436354295,18.7114978538174,5.9080829381689295,20.0163802848846,17.389505562404,3633,0.0020042187435223
173,0016006F,2008,381,6,Census,1,16.5004130670456,15.2509447059252,2.99573227355399,16.1412691320144,14.5919949400547,386,-0.0487423775806715
174,0016006F,2009,382,6,Census,1,16.6877419688463,15.273590232309699,2.89037175789616,15.905398713640801,14.522369704739301,386,0.15123126241779
175,0016403F,2008,321,3,Census,1,20.7747191091102,20.6040481714973,6.1800166536525705,20.427584875391,17.2188622417539,323,-0.0958954209004546
176,0016403F,2009,321,3,Census,1,21.528258578572302,21.2609984591349,6.7250336421668395,21.1854790357202,17.982884540918,323,-0.0962891612164931
177,0016424F,2008,371,24,Census,1,20.2204855988166,16.6430391635674,5.135798437050259,19.963701972892,15.7189361757435,3724,-0.00699092202967755
178,0016424F,2009,371,24,Census,1,20.2629003015887,16.3565555993216,5.06259503302697,19.996315865126103,15.655579837635901,3724,0.0127345252642019
179,0016524F,2008,371,24,Census,1,21.6366547989265,20.610829061144397,7.0343879299155,21.0398022762935,18.165112580817603,3724,0.00832799557595898
180,0016524F,2009,371,24,Census,1,21.4740066794891,20.8245982973534,6.9994224675079595,20.8618060641565,18.096268147147697,3724,-0.00132292975767534
181,0016806F,2008,999,6,Census,0,20.8602214673942,20.1679470723819,5.541263545158429,20.5372256259253,17.0172450134135,996,-0.0498477766221068
182,0016806F,2009,383,6,Census,0,20.452306689937302,20.0443817610401,5.5984219589983795,20.092997530498,16.9104960454336,386,-0.0623052751135589
183,0017128F,2008,371,28,Census,1,14.3268922934765,12.147291609114498,2.19722457733622,13.0728669790716,13.2290721436748,3728,0.3033981804883111
184,0017128F,2009,362,28,Sample,1,15.2361692820074,11.9630294861986,2.484906649788,14.092595531120002,13.4341324811392,3628,0.309690496719846
185,0017206F,2008,314,6,Census,1,17.2134490158704,16.4256051159296,2.99573227355399,16.820722630585,13.750035163721002,316,-0.0161823574246363
186,0017206F,2009,314,6,Census,1,16.9323922041408,16.5434259799206,2.99573227355399,16.9952464240736,13.6302348261727,316,-0.23506111986768202
187,0017208F,2008,384,8,Census,0,19.811548200570897,17.9821940164501,7.2291138777933,19.459401386903,17.6735289500294,388,-0.153840985086829
188,0017208F,2009,381,8,Census,0,19.4507810388669,17.8007897567814,6.68959926917897,19.0937401568918,17.1970403936638,388,-0.139480749930033
189,0017408F,2008,312,8,Census,0,18.0710086417777,18.3413699660706,3.71357206670431,17.8836107712309,14.4664639850475,318,-0.14161465352390198
190,0017408F,2009,312,8,Sample,0,18.7478057135575,18.35310947005,3.71357206670431,18.872154119981197,14.1722812529108,318,-0.226287249805415
191,0017533F,2008,369,33,Census,0,18.8310737746409,16.0821611620857,5.28320372873799,18.1272070417656,17.1086172393673,3633,0.0902337304839378
192,0017533F,2009,369,33,Census,0,18.774399407784898,15.9519280744322,5.47227067367148,17.973589932470002,17.2110873576522,3633,0.119103474978159
193,0017608F,2008,341,8,Census,0,19.527819110483698,19.587215656915397,5.91889385427315,19.1898052629661,17.1744584831248,348,-0.14495395878206502
194,0017608F,2009,341,8,Census,0,19.8642446567645,19.4293221592591,5.88332238848828,19.564770709797603,17.1901412066595,348,-0.130550058393236
195,0017703F,2008,321,3,Census,1,20.552552810041302,18.3913141498371,5.50125821054473,20.182087415088,16.2333296244482,323,0.00413693404332705
196,0017703F,2009,321,3,Census,1,20.458562666329602,18.501799093778104,5.63835466933375,20.0610667725326,16.087503874572402,323,-0.00328315191246453
197,0017808F,2008,999,8,Sample,1,17.764345436583604,14.0706180536517,3.58351893845611,17.5206809818224,14.644954515670001,998,-0.0108265716462324
198,0017808F,2009,381,8,Sample,1,17.9459569258078,13.8422557544155,4.29045944114839,17.5869637727997,15.0829599955694,388,0.0158442690625566
199,0017819F,2008,369,19,Census,0,20.769966783506398,18.8075066237447,6.03548143252476,19.986196931577698,17.008701370926097,3619,0.139877194325457
200,0017819F,2009,369,19,Census,0,20.8424805064389,19.195984460561,5.768320995793769,20.119625552558,16.8355839089588,3619,0.12420019360907901
201,0017829F,2008,341,29,Census,0,19.106030724270198,17.244037525666002,4.787491742782049,18.7573921094753,16.378308271324002,3429,-0.0434334949108734
202,0017829F,2009,341,29,Census,1,19.2279393529186,17.2292373678777,5.08140436498446,18.886945372526103,16.385110235962998,3429,-0.056129123892612
203,0018008F,2008,321,8,Census,1,19.2628342682086,18.4503844247272,5.609471795184961,18.6439835396689,16.370575694897198,328,0.007944259595666029
204,0018008F,2009,321,8,Census,1,18.1435801695622,17.0899333170499,3.89182029811063,17.4474807581499,15.4222821433066,328,0.105584426168654
205,0018629F,2008,342,29,Census,1,18.4967382535762,17.1882720642694,5.24174701505964,18.348106624062602,16.8018413122733,3429,-0.19995324156581196
206,0018629F,2009,341,29,Census,1,18.0891060173204,17.743243164689897,5.402677381872281,18.140057416255,17.3539373742344,3429,-0.3413298894440539
207,0018708F,2008,311,8,Census,0,16.364359587658697,13.9415073645066,2.83321334405622,16.2748284846508,13.2164902809554,318,-0.12565835764178998
208,0018708F,2009,311,8,Sample,0,16.669613889291302,13.8267472044861,2.6390573296152597,16.424425479394,13.004251180841598,318,-0.0219022417087746
209,0018919F,2008,311,19,Census,1,19.0942137411558,18.5466781455382,5.579729825986219,18.671187648085198,16.5711841698253,3119,-0.0984880685574616
210,0018919F,2009,311,19,Census,1,19.221511647301604,19.168905927221697,5.605802066296,18.8160102323432,16.6856023091369,3119,-0.116686945308489
